Language_ID	aes	category	classification	level	med	medovertime	subclassification	Name	Macroarea	Latitude	Longitude	Glottocode	ISO639P3code	Countries	Family_ID	Language_level_ID
mafe1237	nearly_extinct	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/nort3205/espi1234/nucl1793/east2754/mafe1238	language	long_grammar	[""""Guérin, Valérie M. P. R. 2008. Discovering Mavea: Grammar, Texts, and Lexicon. (Doctoral dissertation, University of Hawai'i at Mānoa; 576pp.)"""", 'Darrell T. Tryon. 1976. New Hebrides Languages: An Internal Classification. (Pacific Linguistics: Series C, 50.) Canberra: Research School of Pacific and Asian Studies, Australian National University. v+545pp.']	mafe1237:1;	Mafea	Papunesia	-15.4316	167.241	mafe1237	mkv	VU	aust1307	mafe1237
mago1248	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/peri1258/cent2070/oumi1237/mago1247	language	wordlist_or_less	['Tom E. Dutton. 1976. Magori and Similar Languages of South-East Papua. In Stephen A. Wurm (ed.), New Guinea Area Languages and Language Study Vol 2: Austronesian Languages, 581-636. Canberra: Research School of Pacific and Asian Studies, Australian National University.', 'Sidney H. Ray. 1938. The Languages of the Eastern and South-Eastern Division of Papua. Journal of the Royal Anthropological Institute of Great Britain and Ireland 68. 153-208.', 'E. M. Bastard. 1918. Abau Station, Eastern Division: Name of Tribe, Magori, Name of Village, Goliauwa. Papua: Annual Report for the Year 1916-17. 91-91.']	mago1248:1;	Magori	Papunesia	-10.2321	149.26	mago1248	zgr	PG	aust1307	mago1248
maia1251	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/bwai1241/iama1238	language	phonology_or_text	['No Author Stated. 2009. Bible. O.T. Genesis. Maiadomu. Selections. [Papua New Guinea]: VITAL / SIL. 148pp.', 'Karla Sligh. 2002. Maiadomu recorded text testing survey. unpublished. 28pp.']	maia1251:1;	Maiadomu	Papunesia	-9.47132	150.76	maia1251	mzz	PG	aust1307	maia1251
maii1238	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/epie1239/epii1237/bier1245	language	phonology_or_text	[""""Darrell Tryon. 1996. Mae-Morae and the languages of Epi (Vanuatu). In John Lynch and Fa'afo Pat (eds.), Oceanic Studies: Proceedings of the First International Conference on Oceanic Linguistics, 305-318. Canberra: Research School of Pacific and Asian Studies, Australian National University."""", 'Darrell T. Tryon. 1976. New Hebrides Languages: An Internal Classification. (Pacific Linguistics: Series C, 50.) Canberra: Research School of Pacific and Asian Studies, Australian National University. v+545pp.']	maii1238:1;	Maii	Papunesia	-16.7388	168.211	maii1238	mmm	VU	aust1307	maii1238
mais1250	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/aret1241	language	grammar	['Frampton, Joanna M. 2014. Maisin: a grammatical description of an Oceanic language in Papua New Guinea. (MA thesis, University of Otago; xvi+191pp.)', 'Malcolm Ross. 1984. Maisin: A Preliminary Sketch. In Papers in New Guinea Linguistics 23, 1-82. Canberra: Pacific Linguistics.', 'Capell, Arthur. 1976. Austronesian and Papuan """"Mixed"""" Languages: General Remarks. In Stephen A. Wurm (ed.), New Guinea Area Languages and Language Study Vol 2: Austronesian Languages, 527-579. Canberra: Research School of Pacific and Asian Studies, Australian National University.', 'W. M. Strong. 1911. The Maisin Language. Journal of the Royal Anthropological Institute of Great Britain and Ireland 41. 381-396.']	(nucl1499:1,kosi1238:1)mais1250:1;	Maisin	Papunesia	-9.22853	148.731	mais1250	mbq	PG	aust1307	mais1250
maiw1249	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/aret1241/taup1241/nucl1794/east2762	language	wordlist_or_less	['Sidney H. Ray. 1938. The Languages of the Eastern and South-Eastern Division of Papua. Journal of the Royal Anthropological Institute of Great Britain and Ireland 68. 153-208.']	maiw1249:1;	Maiwala	Papunesia	-10.3282	150.33	maiw1249	mum	PG	aust1307	maiw1249
mala1484	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/sout2853/guad1241/nucl1470/nort2832	language	wordlist_or_less	['Darrell T. Tryon and B. D. Hackman. 1983. Solomon Islands Languages: An Internal Classification. (Pacific Linguistics: Series C, 72.) Canberra: Research School of Pacific and Asian Studies, Australian National University. viii+490+19pp.']	mala1484:1;	Malango	Papunesia	-9.61383	160.118	mala1484	mln	SB	aust1307	mala1484
mala1487	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/kora1297	language	wordlist_or_less	['Carter, John and Carter, Katie and Grummitt, John and MacKenzie, Bonnie and Masters, Janell. 2012. A Sociolinguistic Survey of the Mur Village Vernaculars. (SIL Electronic Survey Reports 2012-043.) Dallas, Texas: SIL International. 90pp.', 'Bruce A. Hooley. 1971. Austronesian Languages of the Morobe District, Papua New Guinea. Oceanic Linguistics 10. 79-151.']	(nucl1509:1,sing1268:1)mala1487:1;	Malasanga	Papunesia	-5.9401	147.058	mala1487	mqz	PG	aust1307	mala1487
mala1489	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/nger1240/west2862	language	wordlist_or_less	['Carter, John and Carter, Katie and Grummitt, John and MacKenzie, Bonnie and Masters, Janell. 2011. A Sociolinguistic Survey of the Malalamai [mmt] Language Area. (SIL Electronic Survey Reports 2011-049.) Dallas, Texas: SIL International. 57pp.', 'Ann Chowning. 1986. Refugees, traders, and other wanderers: The linguistic effects of population mixing in Melanesia. In Paul Geraghty and Lois Carrington and Stephen A. Wurm (eds.), FOCAL II: Papers from the Fourth International Conference on Austronesian Linguistics, 407-434. Canberra: Research School of Pacific and Asian Studies, Australian National University.', 'Oren R. Claassen and Kenneth A. McElhanon. 1970. Languages of the Finisterre Range. In Papers in New Guinea Linguistics 11, 45-78. Canberra: Research School of Pacific and Asian Studies, Australian National University.']	mala1489:1;	Malalamai	Papunesia	-5.77495	146.642	mala1489	mmt	PG	aust1307	mala1489
male1289	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243	language	grammar_sketch	['Graham Haywood. 1996. A Maleu Grammar Outline and Text. In Malcolm D. Ross (ed.), Studies in the Languages of New Britain and New Ireland 1: Austronesian Languages of the North New Guinea Cluster in Northwestern New Britain, 145-196. Canberra: Research School of Pacific and Asian Studies, Australian National University.', 'Georg Friederici. 1912. Wissenschaftliche Ergebnisse: einer amtlichen Forschungsreise nach dem Bismarck-Archipel im Jahre 1908: II Beiträge zur Völker- und Sprachenkunde von Deutsch-Neuguinea. (Ergänzungsheft der Mitteilungen aus den Deutschen Schutzgebieten, 5.) Berlin: Ernst Siegfried Mittler und Sohn. vi+324+ivpp.', 'Otto Dempwolff. 1905. Beiträge zur Kenntnis der Sprachen von Deutsch-Neuguinea. Mittheilungen des Seminars für Orientalische Sprachen VIII. 182-254.']	(kile1242:1,male1290:1)male1289:1;	Maleu-Kilenge	Papunesia	-5.61613	148.445	male1289	mgl	PG	aust1307	male1289
malf1237	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/peri1262/sout3240/sout3197	language	wordlist_or_less	['Charpentier, Jean-Michel. 1982. Atlas linguistique du Sud-Malakula (Vanuatu): Linguistic atlas of South Malakula (Vanuatu). (Langues et cultures du Pacifique, 2.) Paris: SELAF. 177+1728pp. (2 vols.)', 'Darrell T. Tryon. 1976. New Hebrides Languages: An Internal Classification. (Pacific Linguistics: Series C, 50.) Canberra: Research School of Pacific and Asian Studies, Australian National University. v+545pp.']	(orie1237:1)malf1237:1;	Na'ahai	Papunesia	-16.5499	167.509	malf1237	mlx	VU	aust1307	malf1237
malo1243	threatened	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/nort3205/espi1234/nucl1793/sout3339	language	long_grammar	['Dorothy Jauncey. 1997. A Grammar of Tamambo, the language of Western Malo, Vanuatu. (Doctoral dissertation, Australian National University; xxxix+511pp.)', 'J. D. Landels. 1891. Outline grammar of Maloese, as spoken on the West side of Malo, New Hebrides. In Daniel MacDonald (ed.), Tangoan-Santo, Malo, Malekula, Epi (Baki and Bierian), Tanna, and Futuna, 15-33. Melbourne: Edgerton and Moore.']	(atar1237:1,avun1237:1)malo1243:1;	Tamambo	Papunesia	-15.6835	167.16	malo1243	mla	VU	aust1307	malo1243
malo1245	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/scho1242/siau1243/siss1244/sera1271/siss1245	language	phonology_or_text	['René van den Berg. 2021. Un-Austronesian features of Malol an Oceanic language of PNG. Paper Presented at the APLL-13 Conference, Edinburgh, UK. 28pp.', 'Georg Friederici. 1913. Wissenschaftliche Ergebnisse: einer amtlichen Forschungsreise nach dem Bismarck-Archipel im Jahre 1908: III Untersuchungen über eine melanesische Wanderstraße. (Ergänzungsheft der Mitteilungen aus den Deutschen Schutzgebieten, 7.) Berlin: Ernst Siegfried Mittler und Sohn. 182pp.', 'No Author Stated. 1902-1903. Auszug aus dem Jahresbericht der Neuguineamission. Steyler Missionsblätter XXX. 163-166.']	malo1245:1;	Malol	Papunesia	-3.11695	142.244	malo1245	mbk	PG	aust1307	malo1245
malu1245	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/mala1539/nort3223	language	grammar	['Wessels, Kanauhea Janion. 2013. Malua Bay: A description of the Malua Bay language (Malekula, Vanuatu). (MA thesis, University of Waikato; xiv+208pp.)', 'Darrell T. Tryon. 1976. New Hebrides Languages: An Internal Classification. (Pacific Linguistics: Series C, 50.) Canberra: Research School of Pacific and Asian Studies, Australian National University. v+545pp.']	malu1245:1;	Malua Bay	Papunesia	-15.9813	167.208	malu1245	mll	VU	aust1307	malu1245
mamu1254	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/meng1266/mamu1256	language	wordlist_or_less	['George W. Grace. 1956. 1955-1956 Fieldnotes: Notebook 47. Ms.']	(melk1241:1,nucl1511:1)mamu1254:1;	Mamusi	Papunesia	-5.84776	151.033	mamu1254	kdf	PG	aust1307	mamu1254
mana1295	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/scho1242/kair1261/mana1294/bamm1241/mana1301	language	long_grammar	['Frantisek Lichtenberk. 1983. A Grammar of Manam. (Oceanic Linguistics Special Publication, 18.) Honolulu: University of Hawaii Press. xxiii+647pp.', """"Frantisek Lichtenberk. 1980. A Grammar of Manam. University of Hawai'i. 647pp."""", 'Edgar A. Gregersen. 1976. A Note on the Manam Language of Papua New Guinea. Anthropological Linguistics 18. 95-111.', 'Böhm, Karl. 1975. Das Leben einiger Inselvölker Neuguineas: Beobachtungen eines Missionars auf den Vulkaninseln Manam, Boesa, Biem und Ubrub. (Collectanea Instituti Anthropos, 6.) St. Augustin: Instituti Anthropos. 247pp.', 'Rudolf Pöch. 1908. Reisen an der Nordküste von Kaiser Wilhelmsland. Globus 93. 139-143, 149-155, 169-173.', 'Pöch, Rudolf. 1906. Deutsch-Neu-Guinea: Bericht über eine Reise nach Neu-Guinea. Deutsches Kolonialblatt 17. 647-655.']	(wana1266:1)mana1295:1;	Manam	Papunesia	-4.07921	145.033	mana1295	mva	PG	aust1307	mana1295
mand1440	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/taba1270	language	grammar_sketch	['Steven Hong and Holly Hong. 2003. Grammar essentials of the Mandara language of New Ireland province. Ms. 125pp.', 'M. Richer. 1777. Vocabulaires tirés des langues barbares de divers peuples austraux. In Histoire Moderne, 419-457. Paris: Saillant & Nyon.', 'Relandus, Hadrianus. 1708. Dissertatio de linguis insularum quarundam orientalium. In Dissertationum Miscellanearum, 55-139. Trajecti ad Rhenum: Guilielmus Broedelet.']	(taba1261:1,simb1257:1,tata1256:1)mand1440:1;	Mandara	Papunesia	-2.7828	151.956	mand1440	tbf	PG	aust1307	mand1440
mang1401	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/cent2060/east2445/poly1242/nucl1485/nort3246/solo1260/cent2298/east2449/cent2062	language	grammar	['Vincent Janeau. 1908. Grammaire et dictionnaire mangaréviens. Braine-le-Comte: Imprimerie Zech et Fils. 358pp.', 'Edward Tregear. 1899. Mangareva dictionary, Gambier islands. Wellington: Government Printer. 144pp.']	mang1401:1;	Mangareva	Papunesia	-23.1095	-134.97	mang1401	mrv	PF	aust1307	mang1401
mang1403	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/sout2874/araw1269/bebe1254	language	grammar_sketch	['Milligan, Lloyd. 1992. A tentative description of the grammar of the Mangseng language. (MA thesis, University of Texas at Arlington; 63pp.)', 'Malcolm Ross. 1988. Proto-Oceanic and the Austronesian languages of western Melanesia. (Pacific Linguistics: Series C, 98.) Canberra: Research School of Pacific and Asian Studies, Australian National University. xiii+487pp. (Publication of PhD, ANU 1987.)', 'Chowning, Ann. 1969. The Austronesian languages of New Britain. In Papers in linguistics of Melanesia No.~2, 17-46. Canberra: Research School of Pacific and Asian Studies, Australian National University.']	(mara1401:1,umua1241:1)mang1403:1;	Mangseng	Papunesia	-5.89752	150.68	mang1403	mbh	PG	aust1307	mang1403
mang1404	threatened	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/huon1245/sout2878/buan1245/mapo1247	language	grammar_sketch	['Hardwick, Roma. 1970. Manga Buang sentences. Ms. 83pp.', 'Healey, Joan. 2008 [1967]. An introduction to Manga Buang clauses.', 'Hardwick, Roma and Joan Healey. 2008 [1965-09]. A tentative phonemic statement of Manga - Buang in Morobe district.']	(kwas1244:1,lagi1237:1)mang1404:1;	Mangga Buang	Papunesia	-6.99891	146.685	mang1404	mmo	PG	aust1307	mang1404
maor1246	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/cent2060/east2445/poly1242/nucl1485/nort3246/solo1260/cent2298/east2449/cent2062	language	long_grammar	['Winifred Bauer. 1993. Maori. (Descriptive Grammars Series.) London & New York: Routledge. xxx+608pp.', 'Bauer, Winifred A. 1982. Aspects of the grammar of Maori. (Doctoral dissertation, University of Edinburgh; 469pp.)', 'Robert Maunsell. 1894. Grammar of the New Zealand Language. 4th edn. Auckland: W. C. Wilson. xvi+162pp.', 'Williams, William. 1852. A dictionary of the New Zealand language. 2nd edn. London: Williams and Norgate. 445pp.', 'Lee, Samuel. 1820. A grammar and vocabulary of the language of New-Zealand. London: Seeley. vi+230pp.', 'John Savage. 1807. Some account of New Zealand. London: J.~Murray. 145pp.']	((sout2867:1,ngaa1243:1,ngaa1242:1,bayo1258:1)east2850:1,mori1267:1,(roto1247:1,(ngaa1244:1,teau1234:1)nort2846:1,tara1315:1,waik1246:1,wang1297:1)west2940:1)maor1246:1;	Maori	Papunesia	-38.2881	176.541	maor1246	mri	NZ	aust1307	maor1246
mapi1250	extinct	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/micr1243/cent2276/west2844/pona1247/truk1243/nucl1749	language	wordlist_or_less	[""""Jackson, Frederick Henry. 1983. The Internal and External Relationships of the Trukic Languages of Micronesia. (Doctoral dissertation, University of Hawai'i at Mānoa; xix+460pp.)"""", 'Galis, Klaas Wilhelm. 1955. Talen en dialecten van Nederlands Nieuw-Guinea. Tijdschrift Nieuw-Guinea 16. 109-118, 134-145, 161-178.']	mapi1250:1;	Mapia	Papunesia	0.908889	134.304722	mapi1250	mpy	ID	aust1307	mapi1250
mapo1242	threatened	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/huon1245/sout2878/buan1245/mapo1247	language	long_grammar	['Hooley, Bruce Arthur. 1970. Mapos Buang-Territory of New Guinea. (Doctoral dissertation, Philadelphia: University of Pennsylvania; 540pp.)', 'Gillian Sankoff. 1968. Social aspects of multilingualism in New Guinea. (Doctoral dissertation, McGill University; x+249pp.)', '1965. Hil alam bego yi ngayang. 28pp.', 'Hooley, Bruce A. 1964. A problem in Buang morphology. Linguistic Circle of Canberra Publications A 3. 35-42. Canberra.']	(buwe1237:1,chim1298:1,mamb1304:1,mapo1243:1,papa1266:1,waga1263:1,wins1237:1)mapo1242:1;	Mapos Buang	Papunesia	-6.86672	146.774	mapo1242	bzh	PG	aust1307	mapo1242
mara1399	nearly_extinct	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/peri1262/nort3261	language	grammar	['Crowley, Terry. 2006. Tape: A declining language of Malakula (Vanuatu). (Pacific Linguistics, 575.) Canberra: Research School of Pacific and Asian Studies, Australian National University. xviii+198pp.', 'Darrell T. Tryon. 1976. New Hebrides Languages: An Internal Classification. (Pacific Linguistics: Series C, 50.) Canberra: Research School of Pacific and Asian Studies, Australian National University. v+545pp.']	mara1399:1;	Maragus	Papunesia	-16.0695	167.33	mara1399	mrs	VU	aust1307	mara1399
mari1426	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/nort3205/maew1234	language	long_grammar	[""""Henri, Agnès. 2011. Le sunwadia: Éléments de description d'une langue mélanésienne du Vanuatu. Louvain: Peeters. 463pp."""", """"Henri, Agnès. 2010. Éléments de description d'une langue mélanésienne du Vanuatu, le sungwadia. (Doctoral dissertation, Université de la Sorbonne (Paris IV))."""", 'Darrell T. Tryon. 1976. New Hebrides Languages: An Internal Classification. (Pacific Linguistics: Series C, 50.) Canberra: Research School of Pacific and Asian Studies, Australian National University. v+545pp.']	mari1426:1;	Sunwadia	Papunesia	-14.970047	168.057941	mari1426	mrb	VU	aust1307	mari1426
mari1428	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/belr1234/bell1262/nucl1510	language	grammar_sketch	['Elliot, George. 1979. Dami Grammar Essentials. Ms. 69pp.', """"John A. Z'graggen. 1975. The Languages of the Madang District, Papua New Guinea. (Pacific Linguistics: Series B, 41.) Canberra: Research School of Pacific and Asian Studies, Australian National University. 156pp.""""]	(nort2853:1,sout2875:1,west2531:1)mari1428:1;	Marik	Papunesia	-5.349	145.59	mari1428	dad	PG	aust1307	mari1428
mari1429	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/huon1245/mark1257/uppe1423/moun1250	language	phonology_or_text	['Holzknecht, Susanne. 1989. The Markham languages of Papua New Guinea. (Pacific Linguistics: Series C.) Canberra: Research School of Pacific and Asian Studies, Australian National University. viii+228pp. (Publication of 1988 PhD.)', 'Bruce A. Hooley. 1971. Austronesian Languages of the Morobe District, Papua New Guinea. Oceanic Linguistics 10. 79-151.', 'Schmitz, Carl A. 1960. Historische Probleme in Nordost-Neuguinea, Huon Halbinsel. (Studien zur Kulturkunde, 16.) Wiesbaden: Franz Steiner. viii+441pp.']	mari1429:1;	Mari (Madang Province)	Papunesia	-5.97399	145.828	mari1429	hob	PG	aust1307	mari1429
maro1244	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/newg1239/east2761/maro1247	language	phonology_or_text	['Bethwyn Evans. 2008. Subject Agreement in Marovo: synchronic and diachronic perspectives. In New Research in Linguistics and English Language, 1-19. Manchester: University of Manchester.', 'Darrell T. Tryon and B. D. Hackman. 1983. Solomon Islands Languages: An Internal Classification. (Pacific Linguistics: Series C, 72.) Canberra: Research School of Pacific and Asian Studies, Australian National University. viii+490+19pp.', 'Arthur Capell. 1968. Lexicostatical Study of the Languages of Choiseul Island, British Solomon Islands. In Papers in Linguistics of Melanesia 1, 1-26. Canberra: Pacific Linguistics.', 'Somerville, B. T. 1897. Songs and specimens of the language of New Georgia, Solomon Islands. London: Harrison and Sons. 32pp.']	maro1244:1;	Marovo	Papunesia	-8.37943	157.747	maro1244	mvo	SB	aust1307	maro1244
mars1254	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/micr1243/cent2276/west2844	language	long_grammar	['Byron W. Bender. 1969. Spoken Marshallese: An Intensive Language Course with Grammatical Notes and Glossary. (Pali Language Texts: Micronesia.) Honolulu: University of Hawaii Press. 438pp.', 'Erdland, August. 1955. Wörterbuch und Grammatik der Marshall-Sprache in Mikronesien. (Micro-Bibliotheca Anthropos, 22.) 2nd edn. Posieux: Anthropos Inst. 491pp.', 'August Erland. 1906. Wörterbuch und Grammatik der Marshallsprache nebst ethnographischen Erlaueterungen und kurzen Sprachübungen. (Archiv Deutscher Kolonialsprachen, IV.) Berlin: Georg Reimer. 265pp.', 'Franz Hernsheim. 1880. Beitrag zur Sprache der Marshall-Inseln. Leipzig: Verlag von Fr. Thiel. 101pp.', """"Murray, A. W. 1876. Forty Years' Mission Work in Polynesia and New Guinea from 1835 to 1875. London: J.~Nisbet. 561pp.""""]	(rata1243:1,rali1241:1)mars1254:1;	Marshallese	Papunesia	8.72	167.73	mars1254	mah	MH	aust1307	mars1254
masi1265	moribund	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/sarm1241/sarm1242	language	wordlist_or_less	['Smits, Leo and Voorhoeve, C. L. 1992. The J.~C.~Anceaux collection of wordlists of Irian Jaya languages A: Austronesian languages (Part II). (Irian Jaya Source Material No.~5 Series B, 2.) Leiden-Jakarta: DSALCUL/IRIS. vi+288pp.', 'George W. Grace. 1956. 1955-1956 Fieldnotes: Swains Exercise Book number 2. Ms. 129pp.', 'F. S. A. de Clercq. 1893. De West- en Noordkust van Nederlands Nieuw-Guinea. Tijdschrift van het Koninklijk Aardrijkskundig Genootschap: 2e serie X. 151-219, 438-465, 587-649, 841-884, 981-1021.']	masi1265:1;	Masimasi	Papunesia	-2.00717	139.04	masi1265	ism	ID	aust1307	masi1265
mask1242	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/mala1539/east2753/cent2315/sout3239	language	long_grammar	['Healey, David Stephen. 2013. A grammar of Maskelynes: the language of Uluveu Island, Vanuatu. (Doctoral dissertation, Port Vila: University of the South Pacific; xix+386pp.)', 'Charpentier, Jean-Michel. 1982. Atlas linguistique du Sud-Malakula (Vanuatu): Linguistic atlas of South Malakula (Vanuatu). (Langues et cultures du Pacifique, 2.) Paris: SELAF. 177+1728pp. (2 vols.)', 'Darrell T. Tryon. 1976. New Hebrides Languages: An Internal Classification. (Pacific Linguistics: Series C, 50.) Canberra: Research School of Pacific and Asian Studies, Australian National University. v+545pp.', 'Sidney H. Ray. 1926. Grammar of the Kuliviu language. In A Comparative Study of the Melanesian Island Languages, 266-273. Cambridge: Cambridge University Press.']	mask1242:1;	Maskelynes	Papunesia	-16.5073	167.818	mask1242	klv	VU	aust1307	mask1242
mato1252	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/belr1234	language	grammar	['Scot F. Stober. 2013. Mato grammar sketch. (Data Papers on Papua New Guinea Languages, 59.) Ukarumpa: SIL. xii+193pp.', 'Carter, John and Carter, Katie and Grummitt, John and MacKenzie, Bonnie and Masters, Janell. 2012. A Sociolinguistic Survey of the Mur Village Vernaculars. (SIL Electronic Survey Reports 2012-043.) Dallas, Texas: SIL International. 90pp.', 'Bruce A. Hooley. 1971. Austronesian Languages of the Morobe District, Papua New Guinea. Oceanic Linguistics 10. 79-151.']	(bone1251:1,nana1258:1)mato1252:1;	Mato	Papunesia	-5.91639	146.859	mato1252	met	PG	aust1307	mato1252
matu1261	shifting	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/belr1234/bell1262/nucl1510	language	phonology_or_text	['Harrison, K. David. and Gregory D.S. Anderson and Danielle Barth. 2010-2012. Matukar-English online talking dictionary. Online at http://matukar.swarthmore.edu/ accessed 2020-03-13.', 'Malcolm D. Ross. 1987. A Contact-Induced Morphosyntactic Change in the Bel languages of Papua New Guinea. In Laycock, Donald C. and Werner Winter (eds.), A World of Language: Papers presented to Professor Wurm, Stephen A. on his 65th Birthday, 583-601. Canberra: Research School of Pacific and Asian Studies, Australian National University.', 'Aloys Kaspruś. 1942/1945. Languages of the Mugil District, NE-New Guinea. Anthropos 37/40. 711-778.']	matu1261:1;	Matukar	Papunesia	-4.9078	145.779	matu1261	mjk	PG	aust1307	matu1261
mbul1263	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243	language	long_grammar	['Robert D. Bugenhagen. 1995. A Grammar of Mangap-Mbula: An Austronesian Language of Papua New Guinea. (Pacific Linguistics: Series C, 101.) Canberra: Research School of Pacific and Asian Studies, Australian National University. xiii+418pp. (Publication of 1991 A functional grammar of Mangap-Mbula, PhD ANU 1991.)', 'Robert D. Bugenhagen. 1994. Language change on Umboi island. In Tom Dutton and Darrell T. Tryon (eds.), Language contact and change in the Austronesian world, 43-108. Berlin: Mouton de Gruyter.', 'E. W. P. Chinnery. 1928. Certain Natives in South New Britain and Dampier Straits. (Territory of New Guinea Anthropological Report, 3.) Melbourne: H. J. Green, Government Printer. 95pp.', 'Sidney H. Ray. 1919. The Languages of Northern Papua. Journal of the Royal Anthropological Institute of Great Britain and Ireland 49. 317-341.']	(gaur1239:1,nort2856:1,nucl1512:1,saka1290:1)mbul1263:1;	Mbula	Papunesia	-5.66965	148.041	mbul1263	mna	PG	aust1307	mbul1263
mede1237	not_endangered	Spoken_L1_Language	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/scho1242/kair1261/mana1294	language	wordlist_or_less	['Donald C. Laycock. 1976. Austronesian Languages: Sepik Provinces. In Stephen A. Wurm (ed.), New Guinea Area Languages and Language Study Vol 2: Austronesian Languages, 399-418. Canberra: Research School of Pacific and Asian Studies, Australian National University.', """"John A. Z'graggen. 1969. Classificatory and typological studies in languages of the Madang district New Guinea. (Doctoral dissertation, Australian National University; x+335pp.)"""", """"Johannes Z'Graggen. 1968. A Linguistic Survey of the Central North-East Coast of New Guinea. In Anthropica: Gedenkschrift zum 100.~Geburtstag von P.~Wilhelm Schmidt, 421-428. St.~Augustin bei Bonn: Verlag des Anthropos-Instituts.""""]	mede1237:1;	Medebur	Papunesia	-4.49918	145.425	mede1237	mjm	PG	aust1307	mede1237
