Feature_ID	ntips_parsimony_glottolog	zeroes_parsimony_glottolog	ones_parsimony_glottolog	min_percent_parsimony_glottolog	min_parsimony_glottolog	Proto-language	Prediction	Feature	Source (Latex)	Source	Comment	Language_ID	conflict	glottolog_parsimony_prediction	glottolog_parsimony_prediction_0	glottolog_parsimony_prediction_1	Parsimony result (Glottolog-tree)	Abbreviation	Question
GB103	217	190	27	0.12442396313364056	27	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB103 BenefApplBoundV	Is there a benefactive applicative marker on the verb (including indexing)?
GB103	217	190	27	0.12442396313364056	27	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB103 BenefApplBoundV	Is there a benefactive applicative marker on the verb (including indexing)?
GB104	219	191	28	0.1278538812785388	28	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB104 AppInstrBoundV	Is there an instrumental applicative marker on the verb (including indexing)?
GB104	219	191	28	0.1278538812785388	28	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Half	0.5	0.5	NA	GB104 AppInstrBoundV	Is there an instrumental applicative marker on the verb (including indexing)?
GB104	219	191	28	0.1278538812785388	28	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.6666666666666666	0.3333333333333333	NA	GB104 AppInstrBoundV	Is there an instrumental applicative marker on the verb (including indexing)?
GB104	219	191	28	0.1278538812785388	28	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB104 AppInstrBoundV	Is there an instrumental applicative marker on the verb (including indexing)?
GB105	204	110	94	0.46078431372549017	94	Proto-Oceanic	0	NA	NA	NA	NA	NA	NA	Absent	1	0	True Negative	GB105 CaseRecipientObj	Can the recipient in a ditransitive construction be marked like the monotransitive patient?
GB105	204	110	94	0.46078431372549017	94	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB105 CaseRecipientObj	Can the recipient in a ditransitive construction be marked like the monotransitive patient?
GB105	204	110	94	0.46078431372549017	94	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB105 CaseRecipientObj	Can the recipient in a ditransitive construction be marked like the monotransitive patient?
GB105	204	110	94	0.46078431372549017	94	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB105 CaseRecipientObj	Can the recipient in a ditransitive construction be marked like the monotransitive patient?
GB107	261	196	65	0.24904214559386972	65	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB107 NEGBoundV	Can standard negation be marked by an affix, clitic or modification of the verb?
GB107	261	196	65	0.24904214559386972	65	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB107 NEGBoundV	Can standard negation be marked by an affix, clitic or modification of the verb?
GB107	261	196	65	0.24904214559386972	65	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB107 NEGBoundV	Can standard negation be marked by an affix, clitic or modification of the verb?
GB107	261	196	65	0.24904214559386972	65	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB107 NEGBoundV	Can standard negation be marked by an affix, clitic or modification of the verb?
GB108	244	164	80	0.32786885245901637	80	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB108 DirLocBoundV	Is there directional or locative morphological marking on verbs?
GB108	244	164	80	0.32786885245901637	80	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB108 DirLocBoundV	Is there directional or locative morphological marking on verbs?
GB108	244	164	80	0.32786885245901637	80	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB108 DirLocBoundV	Is there directional or locative morphological marking on verbs?
GB108	244	164	80	0.32786885245901637	80	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB108 DirLocBoundV	Is there directional or locative morphological marking on verbs?
GB109	200	183	17	0.085	17	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB109 VSupplNUM	Is there verb suppletion for participant number?
GB109	200	183	17	0.085	17	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB109 VSupplNUM	Is there verb suppletion for participant number?
GB109	200	183	17	0.085	17	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB109 VSupplNUM	Is there verb suppletion for participant number?
GB109	200	183	17	0.085	17	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB109 VSupplNUM	Is there verb suppletion for participant number?
GB110	202	202	0	0	0	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB110 VSupplTA	Is there verb suppletion for tense or aspect?
GB110	202	202	0	0	0	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB110 VSupplTA	Is there verb suppletion for tense or aspect?
GB110	202	202	0	0	0	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB110 VSupplTA	Is there verb suppletion for tense or aspect?
GB110	202	202	0	0	0	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB110 VSupplTA	Is there verb suppletion for tense or aspect?
GB111	246	222	24	0.0975609756097561	24	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB111 VerbClass	Are there conjugation classes?
GB111	246	222	24	0.0975609756097561	24	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB111 VerbClass	Are there conjugation classes?
GB111	246	222	24	0.0975609756097561	24	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB111 VerbClass	Are there conjugation classes?
GB111	246	222	24	0.0975609756097561	24	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB111 VerbClass	Are there conjugation classes?
GB113	242	49	193	0.2024793388429752	49	Proto-Central Pacific	1	NA	NA	NA	NA	NA	NA	Present	0	1	True Positive	GB113 TransitivizingBound	Are there verbal affixes or clitics that turn intransitive verbs into transitive ones?
GB113	242	49	193	0.2024793388429752	49	Proto-Oceanic	1	NA	NA	NA	NA	NA	NA	Present	0	1	True Positive	GB113 TransitivizingBound	Are there verbal affixes or clitics that turn intransitive verbs into transitive ones?
GB113	242	49	193	0.2024793388429752	49	Proto-Polynesian	1	NA	NA	NA	NA	NA	NA	Present	0	1	True Positive	GB113 TransitivizingBound	Are there verbal affixes or clitics that turn intransitive verbs into transitive ones?
GB113	242	49	193	0.2024793388429752	49	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB113 TransitivizingBound	Are there verbal affixes or clitics that turn intransitive verbs into transitive ones?
GB114	214	185	29	0.13551401869158877	29	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB114 ReflBoundV	Is there a phonologically bound reflexive marker on the verb?
GB114	214	185	29	0.13551401869158877	29	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB114 ReflBoundV	Is there a phonologically bound reflexive marker on the verb?
GB114	214	185	29	0.13551401869158877	29	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB114 ReflBoundV	Is there a phonologically bound reflexive marker on the verb?
GB114	214	185	29	0.13551401869158877	29	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB114 ReflBoundV	Is there a phonologically bound reflexive marker on the verb?
GB115	228	104	124	0.45614035087719296	104	Proto-Central Pacific	1	NA	NA	NA	NA	NA	NA	Present	0	1	True Positive	GB115 RecipBoundV	Is there a phonologically bound reciprocal marker on the verb?
GB115	228	104	124	0.45614035087719296	104	Proto-Oceanic	1	NA	NA	NA	NA	NA	NA	Present	0	1	True Positive	GB115 RecipBoundV	Is there a phonologically bound reciprocal marker on the verb?
GB115	228	104	124	0.45614035087719296	104	Proto-Polynesian	1	NA	NA	NA	NA	NA	NA	Present	0	1	True Positive	GB115 RecipBoundV	Is there a phonologically bound reciprocal marker on the verb?
GB115	228	104	124	0.45614035087719296	104	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB115 RecipBoundV	Is there a phonologically bound reciprocal marker on the verb?
GB116	222	219	3	0.013513513513513514	3	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB116 VClassifiers	Do verbs classify the shape, size or consistency of absolutive arguments by means of incorporated nouns, verbal affixes or suppletive verb stems?
GB116	222	219	3	0.013513513513513514	3	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB116 VClassifiers	Do verbs classify the shape, size or consistency of absolutive arguments by means of incorporated nouns, verbal affixes or suppletive verb stems?
GB116	222	219	3	0.013513513513513514	3	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB116 VClassifiers	Do verbs classify the shape, size or consistency of absolutive arguments by means of incorporated nouns, verbal affixes or suppletive verb stems?
GB116	222	219	3	0.013513513513513514	3	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB116 VClassifiers	Do verbs classify the shape, size or consistency of absolutive arguments by means of incorporated nouns, verbal affixes or suppletive verb stems?
GB117	231	178	53	0.22943722943722944	53	Proto-Oceanic	0	NA	NA	NA	NA	NA	NA	Absent	1	0	True Negative	GB117 CopulaPredNom	Is there a copula for predicate nominals?
GB117	231	178	53	0.22943722943722944	53	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB117 CopulaPredNom	Is there a copula for predicate nominals?
GB117	231	178	53	0.22943722943722944	53	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB117 CopulaPredNom	Is there a copula for predicate nominals?
GB117	231	178	53	0.22943722943722944	53	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB117 CopulaPredNom	Is there a copula for predicate nominals?
GB118	216	41	175	0.18981481481481483	41	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB118 SerialV	Are there serial verb constructions?
GB118	216	41	175	0.18981481481481483	41	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB118 SerialV	Are there serial verb constructions?
GB118	216	41	175	0.18981481481481483	41	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB118 SerialV	Are there serial verb constructions?
GB118	216	41	175	0.18981481481481483	41	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB118 SerialV	Are there serial verb constructions?
GB119	246	194	52	0.21138211382113822	52	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB119 MoodAUX	Can mood be marked by an inflecting word (""""""""""""""""auxiliary verb"""""""""""""""")?
GB119	246	194	52	0.21138211382113822	52	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB119 MoodAUX	Can mood be marked by an inflecting word (""""""""""""""""auxiliary verb"""""""""""""""")?
GB119	246	194	52	0.21138211382113822	52	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB119 MoodAUX	Can mood be marked by an inflecting word (""""""""""""""""auxiliary verb"""""""""""""""")?
GB119	246	194	52	0.21138211382113822	52	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB119 MoodAUX	Can mood be marked by an inflecting word (""""""""""""""""auxiliary verb"""""""""""""""")?
GB120	251	190	61	0.24302788844621515	61	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB120 AspectAUX	Can aspect be marked by an inflecting word (""""""""""""""""auxiliary verb"""""""""""""""")?
GB120	251	190	61	0.24302788844621515	61	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB120 AspectAUX	Can aspect be marked by an inflecting word (""""""""""""""""auxiliary verb"""""""""""""""")?
GB120	251	190	61	0.24302788844621515	61	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB120 AspectAUX	Can aspect be marked by an inflecting word (""""""""""""""""auxiliary verb"""""""""""""""")?
GB120	251	190	61	0.24302788844621515	61	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB120 AspectAUX	Can aspect be marked by an inflecting word (""""""""""""""""auxiliary verb"""""""""""""""")?
GB121	250	219	31	0.124	31	Proto-Oceanic	0	NA	NA	NA	NA	NA	NA	Absent	1	0	True Negative	GB121 AUXTense	Can tense be marked by an inflecting word (""""""""""""""""auxiliary verb"""""""""""""""")?
GB121	250	219	31	0.124	31	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB121 AUXTense	Can tense be marked by an inflecting word (""""""""""""""""auxiliary verb"""""""""""""""")?
GB121	250	219	31	0.124	31	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB121 AUXTense	Can tense be marked by an inflecting word (""""""""""""""""auxiliary verb"""""""""""""""")?
GB121	250	219	31	0.124	31	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB121 AUXTense	Can tense be marked by an inflecting word (""""""""""""""""auxiliary verb"""""""""""""""")?
GB122	172	88	84	0.4883720930232558	84	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB122 VCompounding	Is verb compounding a regular process?
GB122	172	88	84	0.4883720930232558	84	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB122 VCompounding	Is verb compounding a regular process?
GB122	172	88	84	0.4883720930232558	84	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB122 VCompounding	Is verb compounding a regular process?
GB122	172	88	84	0.4883720930232558	84	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB122 VCompounding	Is verb compounding a regular process?
GB123	121	96	25	0.2066115702479339	25	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB123 LightVerb	Are there verb-adjunct (aka light-verb) constructions?
GB123	121	96	25	0.2066115702479339	25	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB123 LightVerb	Are there verb-adjunct (aka light-verb) constructions?
GB123	121	96	25	0.2066115702479339	25	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB123 LightVerb	Are there verb-adjunct (aka light-verb) constructions?
GB123	121	96	25	0.2066115702479339	25	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB123 LightVerb	Are there verb-adjunct (aka light-verb) constructions?
GB124	165	97	68	0.4121212121212121	68	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB124 NounIncorpIntrans	Is incorporation of nouns into verbs a productive intransitivizing process?
GB124	165	97	68	0.4121212121212121	68	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB124 NounIncorpIntrans	Is incorporation of nouns into verbs a productive intransitivizing process?
GB124	165	97	68	0.4121212121212121	68	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB124 NounIncorpIntrans	Is incorporation of nouns into verbs a productive intransitivizing process?
GB124	165	97	68	0.4121212121212121	68	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB124 NounIncorpIntrans	Is incorporation of nouns into verbs a productive intransitivizing process?
GB126	197	66	131	0.3350253807106599	66	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB126 ExistentialV	Is there an existential verb?
GB126	197	66	131	0.3350253807106599	66	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB126 ExistentialV	Is there an existential verb?
GB126	197	66	131	0.3350253807106599	66	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB126 ExistentialV	Is there an existential verb?
GB126	197	66	131	0.3350253807106599	66	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB126 ExistentialV	Is there an existential verb?
GB127	164	146	18	0.10975609756097561	18	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB127 PostureVerbs	Are different posture verbs used obligatorily depending on an inanimate locatum's shape or position (e.g. 'to lie' vs. 'to stand')?
GB127	164	146	18	0.10975609756097561	18	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB127 PostureVerbs	Are different posture verbs used obligatorily depending on an inanimate locatum's shape or position (e.g. 'to lie' vs. 'to stand')?
GB127	164	146	18	0.10975609756097561	18	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB127 PostureVerbs	Are different posture verbs used obligatorily depending on an inanimate locatum's shape or position (e.g. 'to lie' vs. 'to stand')?
GB127	164	146	18	0.10975609756097561	18	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB127 PostureVerbs	Are different posture verbs used obligatorily depending on an inanimate locatum's shape or position (e.g. 'to lie' vs. 'to stand')?
GB129	238	235	3	0.012605042016806723	3	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB129 FewVerbs	Is there a notably small number, i.e. about 100 or less, of verb roots in the language?
GB129	238	235	3	0.012605042016806723	3	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB129 FewVerbs	Is there a notably small number, i.e. about 100 or less, of verb roots in the language?
GB129	238	235	3	0.012605042016806723	3	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB129 FewVerbs	Is there a notably small number, i.e. about 100 or less, of verb roots in the language?
GB129	238	235	3	0.012605042016806723	3	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB129 FewVerbs	Is there a notably small number, i.e. about 100 or less, of verb roots in the language?
GB131	262	205	57	0.21755725190839695	57	Proto-Central Pacific	1	NA	NA	NA	NA	NA	NA	Absent	1	0	False Negative	GB131 TransVInitOrder	Is a pragmatically unmarked constituent order verb-initial for transitive clauses?
GB131	262	205	57	0.21755725190839695	57	Proto-Oceanic	1	NA	NA	NA	NA	NA	NA	Absent	1	0	False Negative	GB131 TransVInitOrder	Is a pragmatically unmarked constituent order verb-initial for transitive clauses?
GB131	262	205	57	0.21755725190839695	57	Proto-Polynesian	1	NA	NA	NA	NA	NA	NA	Present	0	1	True Positive	GB131 TransVInitOrder	Is a pragmatically unmarked constituent order verb-initial for transitive clauses?
GB131	262	205	57	0.21755725190839695	57	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB131 TransVInitOrder	Is a pragmatically unmarked constituent order verb-initial for transitive clauses?
GB132	261	83	178	0.31800766283524906	83	Proto-Central Pacific	0	NA	NA	NA	NA	NA	NA	Present	0	1	False Positive	GB132 TransVMedOrder	Is a pragmatically unmarked constituent order verb-medial for transitive clauses?
GB132	261	83	178	0.31800766283524906	83	Proto-Oceanic	1	NA	NA	NA	NA	NA	NA	Present	0	1	True Positive	GB132 TransVMedOrder	Is a pragmatically unmarked constituent order verb-medial for transitive clauses?
GB132	261	83	178	0.31800766283524906	83	Proto-Polynesian	0	NA	NA	NA	NA	NA	NA	Present	0	1	False Positive	GB132 TransVMedOrder	Is a pragmatically unmarked constituent order verb-medial for transitive clauses?
GB132	261	83	178	0.31800766283524906	83	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB132 TransVMedOrder	Is a pragmatically unmarked constituent order verb-medial for transitive clauses?
GB133	263	226	37	0.14068441064638784	37	Proto-Central Pacific	0	NA	NA	NA	NA	NA	NA	Absent	1	0	True Negative	GB133 TransVFinalOrder	Is a pragmatically unmarked constituent order verb-final for transitive clauses?
GB133	263	226	37	0.14068441064638784	37	Proto-Oceanic	1	NA	NA	NA	NA	NA	NA	Absent	1	0	False Negative	GB133 TransVFinalOrder	Is a pragmatically unmarked constituent order verb-final for transitive clauses?
GB133	263	226	37	0.14068441064638784	37	Proto-Polynesian	0	NA	NA	NA	NA	NA	NA	Absent	1	0	True Negative	GB133 TransVFinalOrder	Is a pragmatically unmarked constituent order verb-final for transitive clauses?
GB133	263	226	37	0.14068441064638784	37	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB133 TransVFinalOrder	Is a pragmatically unmarked constituent order verb-final for transitive clauses?
GB134	214	8	206	0.037383177570093455	8	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB134 MainSubSameOrder	Is the order of constituents the same in main and subordinate clauses?
GB134	214	8	206	0.037383177570093455	8	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB134 MainSubSameOrder	Is the order of constituents the same in main and subordinate clauses?
GB134	214	8	206	0.037383177570093455	8	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB134 MainSubSameOrder	Is the order of constituents the same in main and subordinate clauses?
GB134	214	8	206	0.037383177570093455	8	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB134 MainSubSameOrder	Is the order of constituents the same in main and subordinate clauses?
GB135	192	12	180	0.0625	12	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB135 SUBClauseInOPosition	Do clausal objects usually occur in the same position as nominal objects?
GB135	192	12	180	0.0625	12	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB135 SUBClauseInOPosition	Do clausal objects usually occur in the same position as nominal objects?
GB135	192	12	180	0.0625	12	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB135 SUBClauseInOPosition	Do clausal objects usually occur in the same position as nominal objects?
GB135	192	12	180	0.0625	12	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB135 SUBClauseInOPosition	Do clausal objects usually occur in the same position as nominal objects?
GB136	231	58	173	0.2510822510822511	58	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB136 WordOrderFixed	Is the order of core argument (i.e. S/A/P) constituents fixed?
GB136	231	58	173	0.2510822510822511	58	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB136 WordOrderFixed	Is the order of core argument (i.e. S/A/P) constituents fixed?
GB136	231	58	173	0.2510822510822511	58	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB136 WordOrderFixed	Is the order of core argument (i.e. S/A/P) constituents fixed?
GB136	231	58	173	0.2510822510822511	58	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB136 WordOrderFixed	Is the order of core argument (i.e. S/A/P) constituents fixed?
GB137	254	180	74	0.29133858267716534	74	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB137 NEGFinal	Can standard negation be marked clause-finally?
GB137	254	180	74	0.29133858267716534	74	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB137 NEGFinal	Can standard negation be marked clause-finally?
GB137	254	180	74	0.29133858267716534	74	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB137 NEGFinal	Can standard negation be marked clause-finally?
GB137	254	180	74	0.29133858267716534	74	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB137 NEGFinal	Can standard negation be marked clause-finally?
GB138	256	161	95	0.37109375	95	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB138 NEGInitial	Can standard negation be marked clause-initially?
GB138	256	161	95	0.37109375	95	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB138 NEGInitial	Can standard negation be marked clause-initially?
GB138	256	161	95	0.37109375	95	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB138 NEGInitial	Can standard negation be marked clause-initially?
GB138	256	161	95	0.37109375	95	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB138 NEGInitial	Can standard negation be marked clause-initially?
GB139	232	63	169	0.27155172413793105	63	Proto-Polynesian	1	NA	NA	NA	NA	NA	NA	Present	0	1	True Positive	GB139 NEGProhibitive	Is there a difference between imperative (prohibitive) and declarative negation constructions?
GB139	232	63	169	0.27155172413793105	63	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB139 NEGProhibitive	Is there a difference between imperative (prohibitive) and declarative negation constructions?
GB139	232	63	169	0.27155172413793105	63	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB139 NEGProhibitive	Is there a difference between imperative (prohibitive) and declarative negation constructions?
GB139	232	63	169	0.27155172413793105	63	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0	1	NA	GB139 NEGProhibitive	Is there a difference between imperative (prohibitive) and declarative negation constructions?
GB140	180	90	90	0.5	90	Proto-Eastern Polynesian	0	NA	NA	NA	NA	NA	NA	Absent	1	0	True Negative	GB140 SameNEGLocExistNom	Is verbal predication marked by the same negator as all of the following types of predication: locational, existential and nominal?
GB140	180	90	90	0.5	90	Proto-Oceanic	0	NA	NA	NA	NA	NA	NA	Half	0.5	0.5	Half	GB140 SameNEGLocExistNom	Is verbal predication marked by the same negator as all of the following types of predication: locational, existential and nominal?
GB140	180	90	90	0.5	90	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.6666666666666666	0.3333333333333333	NA	GB140 SameNEGLocExistNom	Is verbal predication marked by the same negator as all of the following types of predication: locational, existential and nominal?
GB140	180	90	90	0.5	90	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Half	0.4	0.6	NA	GB140 SameNEGLocExistNom	Is verbal predication marked by the same negator as all of the following types of predication: locational, existential and nominal?
GB146	149	107	42	0.28187919463087246	42	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB146 VControl	Is there a morpho-syntactic distinction between predicates expressing controlled versus uncontrolled events or states?
GB146	149	107	42	0.28187919463087246	42	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB146 VControl	Is there a morpho-syntactic distinction between predicates expressing controlled versus uncontrolled events or states?
GB146	149	107	42	0.28187919463087246	42	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB146 VControl	Is there a morpho-syntactic distinction between predicates expressing controlled versus uncontrolled events or states?
GB146	149	107	42	0.28187919463087246	42	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	1	0	NA	GB146 VControl	Is there a morpho-syntactic distinction between predicates expressing controlled versus uncontrolled events or states?
GB147	204	152	52	0.2549019607843137	52	Proto-Eastern Polynesian	1	NA	NA	NA	NA	NA	NA	Present	0	1	True Positive	GB147 PassiveBoundV	Is there a morphological passive marked on the lexical verb?
