Feature_ID	ntips_ML_glottolog	zeroes_ML_glottolog	ones_ML_glottolog	min_percent_ML_glottolog	min_ML_glottolog	Proto-language	Prediction	Feature	Source (Latex)	Source	Comment	Language_ID	conflict	glottolog_ML_prediction	glottolog_ML_prediction_0	glottolog_ML_prediction_1	ML result (Glottolog-tree)	Abbreviation	Question
GB152	212	179	33	0.15566037735849056	33	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9002928210655184	0.09970717893448156	NA	GB152 SimulSeqBound	Is there a morphologically marked distinction between simultaneous and sequential clauses?
GB155	246	66	180	0.2682926829268293	66	Proto-Central Pacific	1	NA	NA	NA	NA	NA	NA	Present	3.8246899463326134e-4	0.9996175310053667	True Positive	GB155 CAUSBound	Are causatives formed by affixes or clitics on verbs?
GB155	246	66	180	0.2682926829268293	66	Proto-Oceanic	1	NA	NA	NA	NA	NA	NA	Present	3.287419461348686e-4	0.9996712580538651	True Positive	GB155 CAUSBound	Are causatives formed by affixes or clitics on verbs?
GB155	246	66	180	0.2682926829268293	66	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.0024729656011377257	0.9975270343988624	NA	GB155 CAUSBound	Are causatives formed by affixes or clitics on verbs?
GB155	246	66	180	0.2682926829268293	66	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.002241919079547853	0.9977580809204522	NA	GB155 CAUSBound	Are causatives formed by affixes or clitics on verbs?
GB156	216	212	4	0.018518518518518517	4	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9998418013379946	1.581986620054232e-4	NA	GB156 CAUSSay	Is there a causative construction involving an element that is unmistakably grammaticalized from a verb for 'to say'?
GB156	216	212	4	0.018518518518518517	4	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9984186571217133	0.0015813428782866245	NA	GB156 CAUSSay	Is there a causative construction involving an element that is unmistakably grammaticalized from a verb for 'to say'?
GB156	216	212	4	0.018518518518518517	4	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9968291107441003	0.0031708892558997876	NA	GB156 CAUSSay	Is there a causative construction involving an element that is unmistakably grammaticalized from a verb for 'to say'?
GB156	216	212	4	0.018518518518518517	4	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9955211887832571	0.004478811216742851	NA	GB156 CAUSSay	Is there a causative construction involving an element that is unmistakably grammaticalized from a verb for 'to say'?
GB158	243	28	215	0.11522633744855967	28	Proto-Oceanic	1	NA	NA	NA	NA	NA	NA	Present	0.004489908094722775	0.9955100919052772	True Positive	GB158 RedupV	Are verbs reduplicated?
GB158	243	28	215	0.11522633744855967	28	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0.0025117686294821935	0.9974882313705178	NA	GB158 RedupV	Are verbs reduplicated?
GB158	243	28	215	0.11522633744855967	28	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.007624802887073499	0.9923751971129265	NA	GB158 RedupV	Are verbs reduplicated?
GB158	243	28	215	0.11522633744855967	28	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.00677462837003708	0.9932253716299629	NA	GB158 RedupV	Are verbs reduplicated?
GB159	197	73	124	0.37055837563451777	73	Proto-Oceanic	1	NA	NA	NA	NA	NA	NA	Half	0.4637434928947109	0.536256507105289	Half	GB159 RedupNoun	Are nouns reduplicated?
GB159	197	73	124	0.37055837563451777	73	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0.1549196869810214	0.8450803130189787	NA	GB159 RedupNoun	Are nouns reduplicated?
GB159	197	73	124	0.37055837563451777	73	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.11771360565587044	0.8822863943441295	NA	GB159 RedupNoun	Are nouns reduplicated?
GB159	197	73	124	0.37055837563451777	73	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.030852989889776087	0.969147010110224	NA	GB159 RedupNoun	Are nouns reduplicated?
GB160	182	80	102	0.43956043956043955	80	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Present	0.2160075920915344	0.7839924079084656	NA	GB160 RedupOther	Are elements apart from verbs or nouns reduplicated?
GB160	182	80	102	0.43956043956043955	80	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0.3320210274953515	0.6679789725046484	NA	GB160 RedupOther	Are elements apart from verbs or nouns reduplicated?
GB160	182	80	102	0.43956043956043955	80	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Half	0.5605783441797242	0.43942165582027587	NA	GB160 RedupOther	Are elements apart from verbs or nouns reduplicated?
GB160	182	80	102	0.43956043956043955	80	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.6979530616635864	0.3020469383364136	NA	GB160 RedupOther	Are elements apart from verbs or nouns reduplicated?
GB165	247	244	3	0.012145748987854251	3	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9872955196983276	0.012704480301672368	NA	GB165 TrialBound	Is there productive morphological trial marking on nouns?
GB165	247	244	3	0.012145748987854251	3	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9872956821704074	0.012704317829592514	NA	GB165 TrialBound	Is there productive morphological trial marking on nouns?
GB165	247	244	3	0.012145748987854251	3	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9872956009369613	0.012704399063038656	NA	GB165 TrialBound	Is there productive morphological trial marking on nouns?
GB165	247	244	3	0.012145748987854251	3	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9872961695784971	0.012703830421502992	NA	GB165 TrialBound	Is there productive morphological trial marking on nouns?
GB166	247	243	4	0.016194331983805668	4	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9835320893421475	0.016467910657852355	NA	GB166 PaucalBound	Is there productive morphological paucal marking on nouns?
GB166	247	243	4	0.016194331983805668	4	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9835320947369862	0.01646790526301378	NA	GB166 PaucalBound	Is there productive morphological paucal marking on nouns?
GB166	247	243	4	0.016194331983805668	4	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9835320920395692	0.016467907960430978	NA	GB166 PaucalBound	Is there productive morphological paucal marking on nouns?
GB166	247	243	4	0.016194331983805668	4	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9835321109214958	0.016467889078504244	NA	GB166 PaucalBound	Is there productive morphological paucal marking on nouns?
GB167	185	184	1	0.005405405405405406	1	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9922090727168241	0.007790927283175944	NA	GB167 PROLogophore	Is there a logophoric pronoun?
GB167	185	184	1	0.005405405405405406	1	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9922090791496483	0.00779092085035166	NA	GB167 PROLogophore	Is there a logophoric pronoun?
GB167	185	184	1	0.005405405405405406	1	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.992209072716829	0.00779092728317098	NA	GB167 PROLogophore	Is there a logophoric pronoun?
GB167	185	184	1	0.005405405405405406	1	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9922090984481026	0.007790901551897431	NA	GB167 PROLogophore	Is there a logophoric pronoun?
GB170	243	238	5	0.0205761316872428	5	Proto-Oceanic	0	NA	NA	NA	NA	NA	NA	Absent	0.9927280181825412	0.007271981817458874	True Negative	GB170 ADJGender	Can an adnominal property word agree with the noun in gender/noun class?
GB170	243	238	5	0.0205761316872428	5	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9594402086504025	0.040559791349597585	NA	GB170 ADJGender	Can an adnominal property word agree with the noun in gender/noun class?
GB170	243	238	5	0.0205761316872428	5	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9432529459618367	0.05674705403816323	NA	GB170 ADJGender	Can an adnominal property word agree with the noun in gender/noun class?
GB170	243	238	5	0.0205761316872428	5	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9932057312887931	0.006794268711206903	NA	GB170 ADJGender	Can an adnominal property word agree with the noun in gender/noun class?
GB171	242	237	5	0.02066115702479339	5	Proto-Oceanic	0	NA	NA	NA	NA	NA	NA	Absent	0.9909837277960022	0.009016272203997878	True Negative	GB171 DEMGender	Can an adnominal demonstrative agree with the noun in gender/noun class?
GB171	242	237	5	0.02066115702479339	5	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9971218950977847	0.002878104902215308	NA	GB171 DEMGender	Can an adnominal demonstrative agree with the noun in gender/noun class?
GB171	242	237	5	0.02066115702479339	5	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9965071323871253	0.003492867612874761	NA	GB171 DEMGender	Can an adnominal demonstrative agree with the noun in gender/noun class?
GB171	242	237	5	0.02066115702479339	5	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9962087434466375	0.0037912565533625344	NA	GB171 DEMGender	Can an adnominal demonstrative agree with the noun in gender/noun class?
GB172	251	232	19	0.07569721115537849	19	Proto-Oceanic	0	NA	NA	NA	NA	NA	NA	Absent	0.9998087460324174	1.912539675825787e-4	True Negative	GB172 ARTGender	Can an article agree with the noun in gender/noun class?
GB172	251	232	19	0.07569721115537849	19	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9987724559696396	0.0012275440303604038	NA	GB172 ARTGender	Can an article agree with the noun in gender/noun class?
GB172	251	232	19	0.07569721115537849	19	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9960774329458897	0.0039225670541103335	NA	GB172 ARTGender	Can an article agree with the noun in gender/noun class?
GB172	251	232	19	0.07569721115537849	19	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9957541610753057	0.004245838924694348	NA	GB172 ARTGender	Can an article agree with the noun in gender/noun class?
GB177	213	193	20	0.09389671361502347	20	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9723815057943628	0.02761849420563723	NA	GB177 AnimacyBoundV	Can the verb carry a marker of animacy of argument, unrelated to any gender/noun class of the argument visible in the NP domain?
GB177	213	193	20	0.09389671361502347	20	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.984709219477056	0.015290780522943947	NA	GB177 AnimacyBoundV	Can the verb carry a marker of animacy of argument, unrelated to any gender/noun class of the argument visible in the NP domain?
GB177	213	193	20	0.09389671361502347	20	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9798569818929569	0.020143018107043095	NA	GB177 AnimacyBoundV	Can the verb carry a marker of animacy of argument, unrelated to any gender/noun class of the argument visible in the NP domain?
GB177	213	193	20	0.09389671361502347	20	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9767864538325312	0.02321354616746883	NA	GB177 AnimacyBoundV	Can the verb carry a marker of animacy of argument, unrelated to any gender/noun class of the argument visible in the NP domain?
GB184	229	166	63	0.27510917030567683	63	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.99278125008004	0.007218749919959882	NA	GB184 AdjNUM	Can an adnominal property word agree with the noun in number?
GB184	229	166	63	0.27510917030567683	63	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.8487428932298542	0.15125710677014584	NA	GB184 AdjNUM	Can an adnominal property word agree with the noun in number?
GB184	229	166	63	0.27510917030567683	63	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.706450926660594	0.29354907333940605	NA	GB184 AdjNUM	Can an adnominal property word agree with the noun in number?
GB184	229	166	63	0.27510917030567683	63	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9996301281698367	3.698718301633411e-4	NA	GB184 AdjNUM	Can an adnominal property word agree with the noun in number?
GB185	235	153	82	0.34893617021276596	82	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9994425552343176	5.574447656823782e-4	NA	GB185 DEMNum	Can an adnominal demonstrative agree with the noun in number?
GB185	235	153	82	0.34893617021276596	82	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9563583457915789	0.043641654208421136	NA	GB185 DEMNum	Can an adnominal demonstrative agree with the noun in number?
GB185	235	153	82	0.34893617021276596	82	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.976430738599987	0.02356926140001304	NA	GB185 DEMNum	Can an adnominal demonstrative agree with the noun in number?
GB185	235	153	82	0.34893617021276596	82	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9907262263231708	0.009273773676829288	NA	GB185 DEMNum	Can an adnominal demonstrative agree with the noun in number?
GB186	232	165	67	0.28879310344827586	67	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9697018242788878	0.030298175721112222	NA	GB186 ARTNum	Can an article agree with the noun in number?
GB186	232	165	67	0.28879310344827586	67	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.8145331418756968	0.18546685812430316	NA	GB186 ARTNum	Can an article agree with the noun in number?
GB186	232	165	67	0.28879310344827586	67	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.6469890638572658	0.3530109361427341	NA	GB186 ARTNum	Can an article agree with the noun in number?
GB186	232	165	67	0.28879310344827586	67	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.6372197183889643	0.3627802816110357	NA	GB186 ARTNum	Can an article agree with the noun in number?
GB187	136	115	21	0.15441176470588236	21	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.845630364233176	0.154369635766824	NA	GB187 DIMBound	Is there any productive diminutive marking on the noun (exclude marking by system of nominal classification only)?
GB187	136	115	21	0.15441176470588236	21	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.8456573762062888	0.15434262379371114	NA	GB187 DIMBound	Is there any productive diminutive marking on the noun (exclude marking by system of nominal classification only)?
GB187	136	115	21	0.15441176470588236	21	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.8453878969459655	0.15461210305403453	NA	GB187 DIMBound	Is there any productive diminutive marking on the noun (exclude marking by system of nominal classification only)?
GB187	136	115	21	0.15441176470588236	21	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.8456303334868499	0.15436966651315004	NA	GB187 DIMBound	Is there any productive diminutive marking on the noun (exclude marking by system of nominal classification only)?
GB188	136	126	10	0.07352941176470588	10	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9748825567006755	0.025117443299324443	NA	GB188 AUGBound	Is there any productive augmentative marking on the noun (exclude marking by system of nominal classification only)?
GB188	136	126	10	0.07352941176470588	10	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9657175149028551	0.03428248509714491	NA	GB188 AUGBound	Is there any productive augmentative marking on the noun (exclude marking by system of nominal classification only)?
GB188	136	126	10	0.07352941176470588	10	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9864679111258776	0.013532088874122371	NA	GB188 AUGBound	Is there any productive augmentative marking on the noun (exclude marking by system of nominal classification only)?
GB188	136	126	10	0.07352941176470588	10	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9272974229000559	0.07270257709994409	NA	GB188 AUGBound	Is there any productive augmentative marking on the noun (exclude marking by system of nominal classification only)?
GB192	246	245	1	0.0040650406504065045	1	Proto-Oceanic	0	NA	NA	NA	NA	NA	NA	Absent	0.9941366908734873	0.005863309126512632	True Negative	GB192 GenderPhono	Is there a gender system where a noun's phonological properties are a factor in class assignment?
GB192	246	245	1	0.0040650406504065045	1	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9941366926824482	0.005863307317551719	NA	GB192 GenderPhono	Is there a gender system where a noun's phonological properties are a factor in class assignment?
GB192	246	245	1	0.0040650406504065045	1	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9941366908734881	0.005863309126511775	NA	GB192 GenderPhono	Is there a gender system where a noun's phonological properties are a factor in class assignment?
GB192	246	245	1	0.0040650406504065045	1	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9941366917779688	0.0058633082220312625	NA	GB192 GenderPhono	Is there a gender system where a noun's phonological properties are a factor in class assignment?
GB193a	252	206	46	0.18253968253968253	46	Proto-Oceanic	0	NA	NA	NA	NA	NA	NA	Absent	0.7126448825028675	0.28735511749713244	True Negative	GB193a ANMOrder_ANM-N	Is the order of the adnominal property word (ANM) and noun ANM-N?
GB193a	252	206	46	0.18253968253968253	46	Proto-Polynesian	0	NA	NA	NA	NA	NA	NA	Absent	0.7829268624983674	0.21707313750163257	True Negative	GB193a ANMOrder_ANM-N	Is the order of the adnominal property word (ANM) and noun ANM-N?
GB193a	252	206	46	0.18253968253968253	46	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9225340133621406	0.07746598663785945	NA	GB193a ANMOrder_ANM-N	Is the order of the adnominal property word (ANM) and noun ANM-N?
GB193a	252	206	46	0.18253968253968253	46	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9343833542788949	0.06561664572110518	NA	GB193a ANMOrder_ANM-N	Is the order of the adnominal property word (ANM) and noun ANM-N?
GB193b	252	14	238	0.05555555555555555	14	Proto-Oceanic	1	NA	NA	NA	NA	NA	NA	Half	0.4667642042019731	0.5332357957980269	Half	GB193b ANMOrder_N-ANM	Is the order of the adnominal property word (ANM) and noun N-ANM?
GB193b	252	14	238	0.05555555555555555	14	Proto-Polynesian	1	NA	NA	NA	NA	NA	NA	Present	0.019103128591139995	0.98089687140886	True Positive	GB193b ANMOrder_N-ANM	Is the order of the adnominal property word (ANM) and noun N-ANM?
GB193b	252	14	238	0.05555555555555555	14	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0.0790370643077774	0.9209629356922227	NA	GB193b ANMOrder_N-ANM	Is the order of the adnominal property word (ANM) and noun N-ANM?
GB193b	252	14	238	0.05555555555555555	14	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.013025754660745363	0.9869742453392546	NA	GB193b ANMOrder_N-ANM	Is the order of the adnominal property word (ANM) and noun N-ANM?
GB196	255	254	1	0.00392156862745098	1	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9943431897355614	0.005656810264438668	NA	GB196 PRO2PMascFem	Is there a male/female distinction in 2nd person independent pronouns?
GB196	255	254	1	0.00392156862745098	1	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9943431993914406	0.005656800608559529	NA	GB196 PRO2PMascFem	Is there a male/female distinction in 2nd person independent pronouns?
GB196	255	254	1	0.00392156862745098	1	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.99434318973631	0.005656810263690039	NA	GB196 PRO2PMascFem	Is there a male/female distinction in 2nd person independent pronouns?
GB196	255	254	1	0.00392156862745098	1	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9943431945638896	0.005656805436110378	NA	GB196 PRO2PMascFem	Is there a male/female distinction in 2nd person independent pronouns?
GB197	255	254	1	0.00392156862745098	1	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9943431895375723	0.005656810462427615	NA	GB197 PRO1PMascFem	Is there a male/female distinction in 1st person independent pronouns?
GB197	255	254	1	0.00392156862745098	1	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9943431895743796	0.005656810425620511	NA	GB197 PRO1PMascFem	Is there a male/female distinction in 1st person independent pronouns?
GB197	255	254	1	0.00392156862745098	1	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9943431895375721	0.00565681046242786	NA	GB197 PRO1PMascFem	Is there a male/female distinction in 1st person independent pronouns?
GB197	255	254	1	0.00392156862745098	1	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9943431895559757	0.005656810444024184	NA	GB197 PRO1PMascFem	Is there a male/female distinction in 1st person independent pronouns?
GB198	242	235	7	0.028925619834710745	7	Proto-Oceanic	0	NA	NA	NA	NA	NA	NA	Absent	0.9996893569786514	3.1064302134862446e-4	True Negative	GB198 NUMGender	Can an adnominal numeral agree with the noun in gender/noun class?
GB198	242	235	7	0.028925619834710745	7	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9995093180405702	4.906819594298085e-4	NA	GB198 NUMGender	Can an adnominal numeral agree with the noun in gender/noun class?
GB198	242	235	7	0.028925619834710745	7	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.998487397888906	0.001512602111094061	NA	GB198 NUMGender	Can an adnominal numeral agree with the noun in gender/noun class?
GB198	242	235	7	0.028925619834710745	7	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9983640286780842	0.0016359713219158054	NA	GB198 NUMGender	Can an adnominal numeral agree with the noun in gender/noun class?
GB203a	199	135	64	0.32160804020100503	64	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Half	0.40467110832165654	0.5953288916783435	NA	GB203a UQOrder_UQ-N	Is the order of the adnominal collective universal quantifier (UQ) and noun UQ-N?
GB203a	199	135	64	0.32160804020100503	64	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0.384216514521704	0.615783485478296	NA	GB203a UQOrder_UQ-N	Is the order of the adnominal collective universal quantifier (UQ) and noun UQ-N?
GB203a	199	135	64	0.32160804020100503	64	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.7700503901685747	0.2299496098314253	NA	GB203a UQOrder_UQ-N	Is the order of the adnominal collective universal quantifier (UQ) and noun UQ-N?
GB203a	199	135	64	0.32160804020100503	64	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.3993843257005368	0.6006156742994632	NA	GB203a UQOrder_UQ-N	Is the order of the adnominal collective universal quantifier (UQ) and noun UQ-N?
GB203b	199	52	147	0.2613065326633166	52	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Present	0.3992325429440791	0.6007674570559209	NA	GB203b UQOrder_N-UQ	Is the order of the adnominal collective universal quantifier (UQ) and noun N-QU?
GB203b	199	52	147	0.2613065326633166	52	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0.0919525202306413	0.9080474797693587	NA	GB203b UQOrder_N-UQ	Is the order of the adnominal collective universal quantifier (UQ) and noun N-QU?
GB203b	199	52	147	0.2613065326633166	52	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.0919091386872083	0.9080908613127917	NA	GB203b UQOrder_N-UQ	Is the order of the adnominal collective universal quantifier (UQ) and noun N-QU?
GB203b	199	52	147	0.2613065326633166	52	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.08521736762830624	0.9147826323716939	NA	GB203b UQOrder_N-UQ	Is the order of the adnominal collective universal quantifier (UQ) and noun N-QU?
GB204	138	78	60	0.43478260869565216	60	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Present	0.08859613971111292	0.9114038602888871	NA	GB204 QUANTUniversal	Do collective ('all') and distributive ('every') universal quantifiers differ in their forms or their syntactic positions?
GB204	138	78	60	0.43478260869565216	60	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0.04256876903449906	0.9574312309655009	NA	GB204 QUANTUniversal	Do collective ('all') and distributive ('every') universal quantifiers differ in their forms or their syntactic positions?
GB204	138	78	60	0.43478260869565216	60	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9383318047818862	0.061668195218113724	NA	GB204 QUANTUniversal	Do collective ('all') and distributive ('every') universal quantifiers differ in their forms or their syntactic positions?
GB204	138	78	60	0.43478260869565216	60	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Half	0.5981843577553418	0.40181564224465827	NA	GB204 QUANTUniversal	Do collective ('all') and distributive ('every') universal quantifiers differ in their forms or their syntactic positions?
GB250	137	97	40	0.291970802919708	40	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.8750155057646316	0.12498449423536842	NA	GB250 PredPOSSHabeo	Can predicative possession be expressed with a transitive 'habeo' verb?
GB250	137	97	40	0.291970802919708	40	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.7870744292437898	0.2129255707562102	NA	GB250 PredPOSSHabeo	Can predicative possession be expressed with a transitive 'habeo' verb?
GB250	137	97	40	0.291970802919708	40	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9496373953878449	0.05036260461215504	NA	GB250 PredPOSSHabeo	Can predicative possession be expressed with a transitive 'habeo' verb?
GB250	137	97	40	0.291970802919708	40	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9985713656558922	0.0014286343441078024	NA	GB250 PredPOSSHabeo	Can predicative possession be expressed with a transitive 'habeo' verb?
GB252	113	98	15	0.13274336283185842	15	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB252 PredPOSSLoc	Can predicative possession be expressed with an S-like possessum and a locative-coded possessor?
GB252	113	98	15	0.13274336283185842	15	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB252 PredPOSSLoc	Can predicative possession be expressed with an S-like possessum and a locative-coded possessor?
GB252	113	98	15	0.13274336283185842	15	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB252 PredPOSSLoc	Can predicative possession be expressed with an S-like possessum and a locative-coded possessor?
GB252	113	98	15	0.13274336283185842	15	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB252 PredPOSSLoc	Can predicative possession be expressed with an S-like possessum and a locative-coded possessor?
GB253	115	102	13	0.11304347826086956	13	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB253 PredPOSSDat	Can predicative possession be expressed with an S-like possessum and a dative-coded possessor?
GB253	115	102	13	0.11304347826086956	13	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB253 PredPOSSDat	Can predicative possession be expressed with an S-like possessum and a dative-coded possessor?
GB253	115	102	13	0.11304347826086956	13	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB253 PredPOSSDat	Can predicative possession be expressed with an S-like possessum and a dative-coded possessor?
GB253	115	102	13	0.11304347826086956	13	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Not enough languages	NA	NA	Not enough languages	GB253 PredPOSSDat	Can predicative possession be expressed with an S-like possessum and a dative-coded possessor?
GB254	144	50	94	0.3472222222222222	50	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Present	0.04730549377649253	0.9526945062235075	NA	GB254 PredPOSSAdnom	Can predicative possession be expressed with an S-like possessum and a possessor that is coded like an adnominal possessor?
GB254	144	50	94	0.3472222222222222	50	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0.12982867556680525	0.8701713244331947	NA	GB254 PredPOSSAdnom	Can predicative possession be expressed with an S-like possessum and a possessor that is coded like an adnominal possessor?
